tournament,timestamp,date_GMT,status,stadium_name,attendance,home_team_name,away_team_name,referee,Game Week,home_team_pre_match_ppg,away_team_pre_match_ppg,home_ppg,away_ppg,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,home_team_xg,away_team_xg
Friendly,1573750800,Nov 14 2019 - 5:00pm,complete,Stadion Vasil Levski (Sofia),500,Bulgaria,Paraguay,FÃ¡bio JosÃ© Costa VerÃ­ssimo,,0,1,0,1.2,0,1,1,0,0,0,,60,2,7,2,0,2,0,1,1,0,2,5,20,3,8,2,12,18,14,36,64,0.87,2.43
UEFA Euro Qualifiers,1573750800,Nov 14 2019 - 5:00pm,complete,TÃ¼rk Telekom Stadyumu (Ä°stanbul),,Turkey,Iceland,Anthony Taylor,9,2.38,1.88,2.3,1.83,0,0,0,0,0,0,,,2,5,4,0,2,0,1,3,1,1,13,9,5,0,8,9,12,18,55,45,1.47,0.96
African Cup of Nations Qualifiers,1573758000,Nov 14 2019 - 7:00pm,complete,Stade 26 Mars,,Mali,Guinea,,1,0,0,2.17,1.83,2,2,4,0,0,0,56;71,66;75,3,1,,,,,,,,,11,8,6,6,5,2,,,64,36,1.55,1.19
African Cup of Nations Qualifiers,1573758000,Nov 14 2019 - 7:00pm,complete,Cape Coast Sports Stadium,,Ghana,South Africa,,1,0,0,2.17,1.67,2,0,2,1,1,0,36;80,,4,2,,,,,,,,,14,4,6,2,8,2,,,57,43,1.66,0.61
African Cup of Nations Qualifiers,1573758000,Nov 14 2019 - 7:00pm,complete,Stade des Martyrs de la PentecÃ´te,,Congo DR,Gabon,,1,0,0,1.5,1.67,0,0,0,0,0,0,,,5,3,0,0,0,0,0,0,0,0,13,11,2,5,11,6,13,19,55,45,1.57,1.48
African Cup of Nations Qualifiers,1573758000,Nov 14 2019 - 7:00pm,complete,Stade Mustapha Tchaker,,Algeria,Zambia,,1,0,0,2.33,1.17,5,0,5,1,1,0,44;68;75;86;90,,3,3,0,0,0,0,0,0,0,0,12,8,9,3,3,5,13,15,54,46,1.87,1.01
Friendly,1573760700,Nov 14 2019 - 7:45pm,complete,Aviva Stadium (Dublin),18728,Republic of Ireland,New Zealand,,,3,0,3,0,3,1,4,2,1,1,45;52;75,30,7,2,0,0,0,0,0,0,0,0,27,11,10,6,17,5,10,12,62,38,2.94,1.28
UEFA Euro Qualifiers,1573760700,Nov 14 2019 - 7:45pm,complete,Wembley Stadium (London),77277,England,Montenegro,Antonio Miguel Mateu Lahoz,9,2.5,0.43,2.63,0.38,7,0,7,5,5,0,11;18;24;30;37;66;84,,7,3,0,0,1,0,0,0,1,0,19,7,13,3,6,4,13,7,66,34,2.7,0.77
UEFA Euro Qualifiers,1573760700,Nov 14 2019 - 7:45pm,complete,Doosan ArÃ©na (PlzeÅˆ),,Czech Republic,Kosovo,Gianluca Rocchi,9,2,1.83,1.88,1.22,2,1,3,0,0,0,71;79,50,10,2,2,0,4,0,1,1,3,1,28,5,9,2,19,3,16,14,61,39,2.82,0.6
UEFA Euro Qualifiers,1573760700,Nov 14 2019 - 7:45pm,complete,Stadion Rajko MitiÄ‡ (Beograd),,Serbia,Luxembourg,Serdar GÃ¶zÃ¼bÃ¼yÃ¼k,9,1.67,0.67,1.8,0.5,3,2,5,2,2,0,11;43;70,54;75,7,4,0,0,2,0,0,0,1,1,18,9,13,4,5,5,10,15,64,36,2.52,1.06
UEFA Euro Qualifiers,1573760700,Nov 14 2019 - 7:45pm,complete,EstÃ¡dio Do Algarve (SÃ£o JoÃ£o da Venda),,Portugal,Lithuania,Ruddy Buquet,9,1.83,0.14,2.13,0.13,6,0,6,2,2,0,7;22;52;56;63;65,,12,1,0,0,2,0,0,0,1,1,34,3,15,0,19,3,11,8,75,25,3.87,0.31
UEFA Euro Qualifiers,1573760700,Nov 14 2019 - 7:45pm,complete,Stade de France (Paris),,France,Moldova,Gediminas MaÅ¾eika,9,2.38,0.38,2.5,0.3,2,1,3,2,1,1,35;79,9,6,1,1,0,4,0,0,1,2,2,18,3,6,2,12,1,10,12,74,26,2.27,0.37
UEFA Euro Qualifiers,1573760700,Nov 14 2019 - 7:45pm,complete,Elbasan Arena (Elbasan),,Albania,Andorra,Kristo Tohver,9,1.5,0.38,1.3,0.4,2,2,4,2,1,1,6;55,18;48,8,0,1,0,4,0,0,1,3,1,19,4,7,3,12,1,7,20,76,24,2.48,0.55
Friendly,1573776000,Nov 15 2019 - 12:00am,complete,Estadio Reales Tamarindos (Portoviejo),,Ecuador,Trinidad and Tobago,Kevin Ortega,,1.14,0.67,1.22,0.57,3,0,3,1,1,0,29;71;85,,4,1,1,0,2,0,1,0,0,2,16,2,8,2,8,0,10,14,65,35,2.11,0.44
African Cup of Nations Qualifiers,1573833600,Nov 15 2019 - 4:00pm,complete,National Sports Stadium,,Zimbabwe,Botswana,,1,0,0,1.33,0.67,0,0,0,0,0,0,,,3,1,0,0,0,0,0,0,0,0,11,0,4,0,7,0,6,21,71,29,1.77,0.26
African Cup of Nations Qualifiers,1573833600,Nov 15 2019 - 4:00pm,complete,Benjamin Mkapa National Stadium,,Tanzania,Equatorial Guinea,,1,0,0,1.17,1.5,2,1,3,1,0,1,68;90+3,16,8,0,0,0,0,0,0,0,0,0,11,5,6,2,5,3,23,16,61,39,1.88,0.75
Friendly,1573837200,Nov 15 2019 - 5:00pm,complete,King Saud University Stadium (Ar-RiyÄá¸ (Riyadh)),22541,Brazil,Argentina,Matthew Conger,,1.63,2,1.6,2,0,1,1,1,0,1,,13,3,6,3,0,3,0,2,1,1,2,8,14,3,9,5,5,16,23,53,47,1.06,1.77
UEFA Euro Qualifiers,1573837200,Nov 15 2019 - 5:00pm,complete,Telia 5G -areena (Helsinki),,Finland,Liechtenstein,BenoÃ®t Bastien,9,1.88,0.25,1.8,0.2,3,0,3,1,1,0,21;64;75,,7,2,0,0,0,0,0,0,0,0,25,3,8,2,17,1,11,4,72,28,2.91,0.38
UEFA Euro Qualifiers,1573837200,Nov 15 2019 - 5:00pm,complete,Vazgen Sargsyan anvan Hanrapetakan Marzadasht (Yerevan),,Armenia,Greece,PaweÅ‚ Raczkowski,9,1.25,1,1,1.4,0,1,1,1,0,1,,34,2,6,3,0,3,0,1,2,3,0,9,20,3,6,6,14,,,43,57,1.04,2.08
UEFA Euro Qualifiers,1573837200,Nov 15 2019 - 5:00pm,complete,Ullevaal Stadion (Oslo),,Norway,Faroe Islands,Fran JoviÄ‡,9,1.38,0.38,1.55,0.3,4,0,4,2,2,0,4;8;62;65,,11,2,0,0,2,0,0,0,1,1,17,4,7,2,10,2,15,9,64,36,2.27,0.45
Friendly,1573840800,Nov 15 2019 - 6:00pm,complete,PuskÃ¡s ArÃ©na (Budapest),65114,Hungary,Uruguay,Damir Skomina,,0,2.2,0,2.14,1,2,3,3,1,2,24,15;21,2,7,1,0,1,0,1,0,1,0,8,24,3,9,5,15,16,11,36,64,0.94,2.48
African Cup of Nations Qualifiers,1573844400,Nov 15 2019 - 7:00pm,complete,Stade Prince Moulay Abdallah,,Morocco,Mauritania,,1,0,0,2.33,1.5,0,0,0,0,0,0,,,14,0,0,0,0,0,0,0,0,0,5,0,3,0,2,0,10,19,68,32,1.29,0.27
African Cup of Nations Qualifiers,1573844400,Nov 15 2019 - 7:00pm,complete,Stade Olympique de RadÃ¨s,,Tunisia,Libya,,1,0,0,2.67,0.5,4,1,5,3,2,1,33;41;52;90,45+1,3,4,0,0,0,0,0,0,0,0,16,8,8,4,8,4,16,11,60,40,2.02,1.19
UEFA Euro Qualifiers,1573847100,Nov 15 2019 - 7:45pm,complete,Kybunpark (St. Gallen),,Switzerland,Georgia,Danny Makkelie,9,1.83,1.14,2.13,1.1,1,0,1,0,0,0,77,,9,1,1,0,2,0,0,1,2,0,26,16,10,5,16,11,12,15,67,33,3.02,1.53
UEFA Euro Qualifiers,1573847100,Nov 15 2019 - 7:45pm,complete,Telia Parken (KÃ¸benhavn),,Denmark,Gibraltar,Istvan Vad II,9,2,0,2,0,6,0,6,1,1,0,12;47;51;64;85;90+3,,10,2,0,0,2,0,0,0,2,0,27,5,10,0,17,5,12,5,71,29,3.18,0.38
UEFA Euro Qualifiers,1573847100,Nov 15 2019 - 7:45pm,complete,Estadio RamÃ³n de Carranza (CÃ¡diz),,Spain,Malta,Viktor Kassai,9,2.5,0.38,2.6,0.3,7,0,7,2,2,0,23;41;62;63;69;71;85,,15,0,0,0,0,0,0,0,0,0,31,2,13,0,18,2,4,7,80,20,3.79,0.15
UEFA Euro Qualifiers,1573847100,Nov 15 2019 - 7:45pm,complete,Arena NaÅ£ionalÄƒ (BucureÅŸti),,Romania,Sweden,Daniele Orsato,9,1.75,1.88,1.27,2.1,0,2,2,2,0,2,,18;34,4,6,2,0,1,0,1,1,0,1,16,13,5,4,11,9,15,12,50,50,1.65,1.48
UEFA Euro Qualifiers,1573847100,Nov 15 2019 - 7:45pm,complete,Stadion Bilino Polje (Zenica),,Bosnia-Herzegovina,Italy,Sandro SchÃ¤rer,9,1.25,3,1.27,3,0,3,3,2,0,2,,21;37;52,7,5,1,0,2,0,0,1,1,1,16,16,6,10,10,6,10,9,44,56,1.89,2
Friendly,1573867800,Nov 16 2019 - 1:30am,complete,Hard Rock Stadium (Miami Gardens- Florida),38000,Colombia,Peru,Jair Marrufo,,1.5,1.25,1.8,1.11,1,0,1,0,0,0,90+3,,3,4,4,0,1,0,1,3,1,0,8,14,4,5,4,9,11,10,46,54,1.23,1.65
African Cup of Nations Qualifiers,1573909200,Nov 16 2019 - 1:00pm,complete,Stade Municipal de Mahamasina,,Madagascar,Ethiopia,,1,0,0,1.33,1.5,1,0,1,1,1,0,18,,,,,,,,,,,,,,,,,,,,,,,
UEFA Euro Qualifiers,1573912800,Nov 16 2019 - 2:00pm,complete,Neo GSP (NicosÃ­a (LevkosÃ­a)),,Cyprus,Scotland,Harald Lechner,9,1.25,1.13,1,1.42,1,2,3,1,0,1,47,12;53,9,8,1,0,5,0,0,1,1,4,16,9,4,5,12,4,13,14,59,41,1.55,1.23
UEFA Euro Qualifiers,1573923600,Nov 16 2019 - 5:00pm,complete,Bakcell Arena (BakÄ± (Baku)),,Azerbaijan,Wales,Deniz Aytekin,9,0.17,1.33,0.13,1.75,0,2,2,2,0,2,,10;34,11,5,4,0,4,0,1,3,1,3,11,19,3,10,8,9,8,13,46,54,1.2,2.45
UEFA Euro Qualifiers,1573923600,Nov 16 2019 - 5:00pm,complete,Stadion StoÅ¾ice (Ljubljana),,Slovenia,Latvia,Radu Petrescu,9,1.38,0,1.4,0.3,1,0,1,0,0,0,53,,11,3,2,0,4,0,1,1,1,3,24,9,6,5,18,4,11,18,66,34,2.51,1.13
UEFA Euro Qualifiers,1573923600,Nov 16 2019 - 5:00pm,complete,Stadio Olimpico di Serravalle (Serravalle),,San Marino,Kazakhstan,Ali Palabiyik,9,0,0.88,0,1,1,3,4,3,0,3,76,6;22;26,2,7,3,0,2,0,0,3,2,0,9,23,4,9,5,14,16,15,32,68,1.03,2.55
UEFA Euro Qualifiers,1573923600,Nov 16 2019 - 5:00pm,complete,Saint-Petersburg Stadium (Sankt-Peterburg (St. Petersburg)),,Russia,Belgium,Artur Manuel Ribeiro Soares Dias,9,2.63,3,2.4,3,1,4,5,3,0,3,79,19;33;40;72,7,1,1,0,0,0,1,0,0,0,14,11,6,9,8,2,12,3,57,43,1.86,1.58
African Cup of Nations Qualifiers,1573930800,Nov 16 2019 - 7:00pm,complete,Stade FÃ©lix HouphouÃ«t-Boigny,,Ivory Coast,Niger,,1,0,0,2.17,0.67,1,0,1,0,0,0,68,,6,2,0,0,0,0,0,0,0,0,11,8,5,3,6,5,18,9,66,34,1.7,1.1
UEFA Euro Qualifiers,1573933500,Nov 16 2019 - 7:45pm,complete,Windsor Park (Belfast),,Northern Ireland,Netherlands,Szymon Marciniak,9,2,2.5,1.4,2.38,0,0,0,0,0,0,,,2,3,2,0,2,0,1,1,2,0,7,17,0,4,7,13,16,8,33,67,0.67,1.79
UEFA Euro Qualifiers,1573933500,Nov 16 2019 - 7:45pm,complete,Stadion im BORUSSIA-PARK (MÃ¶nchengladbach),,Germany,Belarus,Orel Grinfeeld,9,2.5,0.57,2.63,0.44,4,0,4,1,1,0,41;49;55;83,,11,2,1,0,0,0,0,1,0,0,33,11,11,5,22,6,12,7,64,36,3.68,1.26
UEFA Euro Qualifiers,1573933500,Nov 16 2019 - 7:45pm,complete,Stadion HNK Rijeka (Rijeka),,Croatia,Slovakia,ClÃ©ment Turpin,9,2,1.67,2.13,1.7,3,1,4,1,0,1,56;60;74,32,15,2,2,0,2,1,2,0,1,2,25,8,14,4,11,4,13,13,67,33,3.17,0.92
UEFA Euro Qualifiers,1573933500,Nov 16 2019 - 7:45pm,complete,Teddi Malcha Stadium (Jerusalem),,Israel,Poland,Mattias Gestranius,9,1.38,2.38,1.09,2.5,1,2,3,1,0,1,88,4;54,2,5,1,0,1,0,0,1,0,1,10,20,4,12,6,8,13,8,52,48,1.19,2.51
UEFA Euro Qualifiers,1573933500,Nov 16 2019 - 7:45pm,complete,Ernst-Happel-Stadion (Wien),41100,Austria,North Macedonia,Michael Oliver,9,2,1.38,1.9,1.67,2,1,3,1,1,0,7;48,90+3,6,4,0,0,0,0,0,0,0,0,16,11,7,6,9,5,20,7,56,44,1.8,1.3
African Cup of Nations Qualifiers,1573995600,Nov 17 2019 - 1:00pm,complete,Mandela National Stadium,,Uganda,Malawi,,2,1,3,1.33,1.67,2,0,2,1,1,0,29;68,,2,2,0,0,0,0,0,0,0,0,9,8,5,3,4,5,17,13,56,44,1.4,1.2
African Cup of Nations Qualifiers,1573995600,Nov 17 2019 - 1:00pm,complete,,,South Africa,Sudan,,2,0,3,1.67,2,1,0,1,1,1,0,45,,6,2,0,0,0,0,0,0,0,0,14,6,8,2,6,4,8,9,61,39,2.22,0.84
African Cup of Nations Qualifiers,1573995600,Nov 17 2019 - 1:00pm,complete,,,Swaziland,Senegal,,2,0,3,0.33,2.33,1,4,5,0,0,0,70,59;66;68;77,3,3,0,0,0,0,0,0,0,0,5,7,0,4,5,3,15,7,37,63,0.49,1.08
African Cup of Nations Qualifiers,1573995600,Nov 17 2019 - 1:00pm,complete,,,Benin,Sierra Leone,,2,0,1,1.4,0.8,1,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Cup of Nations Qualifiers,1573995600,Nov 17 2019 - 1:00pm,complete,Stade Omnisports Idriss Mahamat Ouya,,Chad,Mali,,2,1,1,0.5,2.17,0,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Cup of Nations Qualifiers,1573995600,Nov 17 2019 - 1:00pm,complete,Khartoum Stadium,,South Sudan,Burkina,,2,2,1,1.13,2,1,2,3,2,0,2,90,15;32,,,,,,,,,,,,,,,,,,,,,,
Friendly,1573999200,Nov 17 2019 - 2:00pm,complete,Lithuania National Stadium (Vilnius),,Lithuania,New Zealand,Trustin Farrugia Cann,,1,0,2,0,1,0,1,1,1,0,45,,7,7,2,0,1,0,1,1,0,1,23,7,8,3,15,4,,,49,51,2.63,1.15
UEFA Euro Qualifiers,1573999200,Nov 17 2019 - 2:00pm,complete,Stadion Rajko MitiÄ‡ (Beograd),4457,Serbia,Ukraine,Bobby Madden,10,1.86,2.71,1.8,2.5,2,2,4,2,1,1,9;56,32;90+3,3,5,2,0,1,0,1,1,1,0,13,13,6,6,7,7,12,9,49,51,1.47,1.67
UEFA Euro Qualifiers,1573999200,Nov 17 2019 - 2:00pm,complete,Stade Josy Barthel (LÃ«tzebuerg (Luxembourg)),8000,Luxembourg,Portugal,JesÃºs Gil Manzano,10,0.57,2,0.5,2.13,0,2,2,1,0,1,,39;86,4,5,2,0,1,0,2,0,0,1,8,12,2,5,6,7,15,9,35,65,0.9,1.56
African Cup of Nations Qualifiers,1574006400,Nov 17 2019 - 4:00pm,complete,Stade du 28 Septembre,,Guinea,Namibia,,2,1,3,1.83,1.5,2,0,2,1,1,0,42;70,,3,4,0,0,0,0,0,0,0,0,17,8,10,5,7,3,14,19,56,44,2.25,1.25
African Cup of Nations Qualifiers,1574006400,Nov 17 2019 - 4:00pm,complete,Stade RÃ©gional de Nyamirambo,,Rwanda,Cameroon,,2,0,1,1,1.83,0,1,1,0,0,0,,71,8,3,0,0,0,0,0,0,0,0,15,12,2,2,13,10,10,24,50,50,1.56,1.3
African Cup of Nations Qualifiers,1574006400,Nov 17 2019 - 4:00pm,complete,Stade Alphonse Massamba-DÃ©bat,,Etoile du Congo,Guinea-Bissau,,2,0,3,1.33,1.5,3,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
African Cup of Nations Qualifiers,1574006400,Nov 17 2019 - 4:00pm,complete,Setsoto Stadium,,Lesotho,Nigeria,,2,1,3,0.5,2.33,2,4,6,3,1,2,11;90,26;38;75;85,1,4,0,0,0,0,0,0,0,0,8,20,2,10,6,10,7,17,40,60,1.1,2.4
UEFA Euro Qualifiers,1574010000,Nov 17 2019 - 5:00pm,complete,Stadiumi Fadil Vokrri (PrishtinÃ« (Pristina)),12326,Kosovo,England,Pawel Gil,10,1.57,2.57,1.22,2.63,0,4,4,1,0,1,,32;79;83;90+1,6,2,1,0,0,0,0,1,0,0,14,14,5,8,9,6,8,10,43,57,1.57,1.71
UEFA Euro Qualifiers,1574010000,Nov 17 2019 - 5:00pm,complete,Stadion Vasil Levski (Sofia),,Bulgaria,Czech Republic,Sergey Karasev,10,0.43,2.14,0.67,1.88,1,0,1,0,0,0,56,,3,10,2,0,2,0,0,2,0,2,4,19,3,6,1,13,9,13,37,63,0.7,2.11
African Cup of Nations Qualifiers,1574017200,Nov 17 2019 - 7:00pm,complete,,,Gabon,Angola,,2,1,0,1.67,0.67,2,1,3,2,2,0,27;45,85,3,9,0,0,0,0,0,0,0,0,11,14,7,6,4,8,24,17,53,47,1.66,1.82
UEFA Euro Qualifiers,1574019900,Nov 17 2019 - 7:45pm,complete,Stadionul Zimbru (ChiÅŸinÄƒu),6742,Moldova,Iceland,Pavel Kralovec,10,0.33,1.78,0.3,1.83,1,2,3,1,0,1,56,17;65,3,6,3,0,4,0,1,2,2,2,9,20,4,7,5,13,15,11,42,58,1.14,2.21
UEFA Euro Qualifiers,1574019900,Nov 17 2019 - 7:45pm,complete,Estadi Nacional (Andorra la Vella),2357,Andorra,Turkey,Ivan KruÅ¾liak,10,0.44,2.22,0.4,2.3,0,2,2,2,0,2,,17;21,1,4,3,0,1,0,1,2,0,1,3,14,0,4,3,10,18,14,27,73,0.35,1.52
UEFA Euro Qualifiers,1574019900,Nov 17 2019 - 7:45pm,complete,Arena KombÃ«tare (TiranÃ« (Tirana)),19228,Albania,France,Slavko VinÄiÄ‡,10,1.44,2.44,1.3,2.5,0,2,2,2,0,2,,8;31,2,5,1,0,1,0,1,0,1,0,12,10,3,6,9,4,11,17,47,53,1.28,1.41
African Cup of Nations Qualifiers,1574082000,Nov 18 2019 - 1:00pm,complete,Stade de Moroni,,Comoros,Egypt,,2,3,1,1.5,2,0,0,0,0,0,0,,,6,1,0,0,0,0,0,0,0,0,10,7,4,2,6,5,12,22,57,43,1.43,0.96
African Cup of Nations Qualifiers,1574082000,Nov 18 2019 - 1:00pm,complete,,,Sao Tome and Principe,Ghana,,2,2,3,0.75,2.17,0,1,1,0,0,0,,50,3,7,0,0,0,0,0,0,0,0,5,12,0,4,5,8,16,10,22,78,0.59,1.86
African Cup of Nations Qualifiers,1574092800,Nov 18 2019 - 4:00pm,complete,EstÃ¡dio Nacional de Cabo Verde,,Cape Verde Islands,Mozambique,,2,1,3,1.67,0.67,2,2,4,2,1,1,6;57,18;90+2,2,5,0,0,0,0,0,0,0,0,7,11,3,6,4,5,20,11,48,52,0.99,1.5
African Cup of Nations Qualifiers,1574092800,Nov 18 2019 - 4:00pm,complete,Moi International Sports Centre,,Kenya,Togo,,2,1,0,1.17,0.33,1,1,2,1,1,0,35,64,6,4,0,0,0,0,0,0,0,0,10,7,3,4,7,3,18,23,54,46,1.36,1.23
African Cup of Nations Qualifiers,1574092800,Nov 18 2019 - 4:00pm,complete,Independence Stadium,,Gambia,Congo DR,,2,1.67,1,1.5,1.5,2,2,4,1,0,1,52;90+2,45+2;74,2,3,,,,,,,,,9,8,6,4,3,4,,,49,51,1.23,0.96
African Cup of Nations Qualifiers,1574103600,Nov 18 2019 - 7:00pm,complete,Botswana National Stadium,,Botswana,Algeria,,2,1,3,0.67,2.33,0,1,1,1,0,1,,15,4,8,0,0,0,0,0,0,0,0,6,7,0,3,6,4,16,20,44,56,0.87,1.33
Friendly,1574104500,Nov 18 2019 - 7:15pm,complete,Bloomfield Stadium (Tel-Aviv-YÄfÄ (Tel-Aviv)),29000,Argentina,Uruguay,Roei Reinshreiber,,2.13,2.33,2,2.14,2,2,4,1,0,1,63;90+2,34;68,10,1,2,0,3,0,1,1,2,1,19,7,9,4,10,3,17,18,67,33,2.36,0.88
UEFA Euro Qualifiers,1574106300,Nov 18 2019 - 7:45pm,complete,Aviva Stadium (Dublin),,Republic of Ireland,Denmark,Felix Brych,10,1.71,2.14,1.56,2,1,1,2,0,0,0,85,73,8,3,2,0,2,0,0,2,1,1,16,4,4,2,12,2,9,10,58,42,1.68,0.61
UEFA Euro Qualifiers,1574106300,Nov 18 2019 - 7:45pm,complete,Victoria Stadium (Gibraltar),,Gibraltar,Switzerland,BenoÃ®t Millot,10,0,2,0,2.13,1,6,7,1,0,1,74,10;50;57;75;84;86,0,5,3,0,2,0,1,2,1,1,5,39,3,16,2,23,8,13,29,71,0.59,4.3
UEFA Euro Qualifiers,1574106300,Nov 18 2019 - 7:45pm,complete,Friends Arena (Solna),,Sweden,Faroe Islands,Matej Jug,10,2,0.33,2.1,0.3,3,0,3,1,1,0,29;72;80,,7,4,3,0,2,0,2,1,1,1,20,8,8,3,12,5,13,5,62,38,2.5,0.95
UEFA Euro Qualifiers,1574106300,Nov 18 2019 - 7:45pm,complete,Estadio Wanda Metropolitano (Madrid),,Spain,Romania,Aliaksei Kulbakov,10,2.56,1.56,2.6,1.27,5,0,5,4,4,0,8;33;43;45;90+1,,8,2,1,0,1,0,1,0,1,0,23,7,7,3,16,4,10,7,72,28,2.68,0.77
UEFA Euro Qualifiers,1574106300,Nov 18 2019 - 7:45pm,complete,Ta'Qali National Stadium (Ta'Qali),,Malta,Norway,Æliyar AÄŸayev,10,0.33,1.56,0.3,1.55,1,2,3,2,1,1,40,7;62,0,10,2,0,0,0,0,2,0,0,5,14,0,6,5,8,12,13,36,64,0.43,1.82
UEFA Euro Qualifiers,1574106300,Nov 18 2019 - 7:45pm,complete,Rheinpark Stadion (Vaduz),,Liechtenstein,Bosnia-Herzegovina,Halis Ã–zkahya,10,0.22,1.11,0.2,1.27,0,3,3,0,0,0,,57;64;72,0,9,2,0,0,0,1,1,0,0,0,31,0,9,0,22,7,7,23,77,0.07,3.32
UEFA Euro Qualifiers,1574106300,Nov 18 2019 - 7:45pm,complete,Stadio Renzo Barbera (Palermo),,Italy,Armenia,Tiago Bruno Lopes Martins,10,3,1.11,3,1,9,1,10,4,4,0,8;9;29;33;64;72;75;77;81,79,5,4,0,0,1,0,0,0,1,0,24,15,12,6,12,9,10,9,66,34,2.74,1.61
UEFA Euro Qualifiers,1574106300,Nov 18 2019 - 7:45pm,complete,Olympiako Stadio Spyros Louis (AthÃ­na (Athens)),,Greece,Finland,Aleksey Eskov,10,1.22,2,1.4,1.8,2,1,3,1,0,1,47;70,27,9,1,1,0,2,0,1,0,1,1,29,5,9,3,20,2,6,14,59,41,3.07,0.72
FIFA World Cup Qualifiers,1574154000,Nov 19 2019 - 9:00am,complete,Changlimithang National Stadium,2000,Nepal,Kuwait,,6,0.75,1.75,0.6,2,0,1,1,1,0,1,,28,2,4,1,0,1,0,0,1,0,1,4,14,3,6,1,8,20,10,37,63,0.91,1.94
Friendly,1574159100,Nov 19 2019 - 10:25am,complete,Suita City Football Stadium (Suita),33399,Japan,Venezuela,Mohd Amirul Izwan bin Yaacob,,2,2,1.67,2.13,1,4,5,4,0,4,70,8;31;34;38,4,2,2,0,3,0,1,1,1,2,16,9,9,5,7,4,,,52,48,1.91,1.09
FIFA World Cup Qualifiers,1574159400,Nov 19 2019 - 10:30am,complete,,17468,Myanmar,Mongolia,Muhammad Nazmi bin Nasaruddin,6,0.75,1,1.2,0.67,1,0,1,1,1,0,17,,9,4,4,0,2,0,3,1,0,2,17,11,5,4,12,7,12,18,57,43,1.98,1.5
FIFA World Cup Qualifiers,1574161200,Nov 19 2019 - 11:00am,complete,Rasmee Dhandu Stadium,,Maldives,Guam,,6,0.75,0.5,1.2,0.43,3,1,4,2,2,0,23;38;90+1,49,4,3,1,0,2,0,0,1,2,0,10,9,7,7,3,2,,,44,56,1.37,1.32
FIFA World Cup Qualifiers,1574161200,Nov 19 2019 - 11:00am,complete,,26304,Turkmenistan,Sri Lanka,Saoud Ali Al-Adba,6,1.5,0.5,1.8,0.43,2,0,2,1,1,0,44;59,,,,0,0,1,0,0,0,0,1,,,,,,,,,,,,
FIFA World Cup Qualifiers,1574164800,Nov 19 2019 - 12:00pm,complete,Mong Kok Stadium,6497,Hong Kong,Cambodia,,6,0.5,1.17,1,1,2,0,2,1,1,0,20;83,,2,3,1,0,1,1,1,0,1,1,9,6,5,3,4,3,17,14,39,61,1.38,1.16
FIFA World Cup Qualifiers,1574164800,Nov 19 2019 - 12:00pm,complete,Paxtakor Markaziy Stadion,19143,Uzbekistan,Palestine,Nawaf Abdulla Ghayyath Shukralla,6,1.5,1,1.8,0.67,2,0,2,1,1,0,18;58,,5,2,0,0,1,0,0,0,1,0,21,7,9,3,12,4,10,11,66,34,2.58,1.1
FIFA World Cup Qualifiers,1574167500,Nov 19 2019 - 12:45pm,complete,Stadium Nasional Bukit Jalil,75044,Malaysia,Indonesia,Alireza Faghani,6,2,0,2.14,0,2,0,2,1,1,0,30;73,,2,4,1,0,1,0,0,1,0,1,12,8,5,5,7,3,16,17,62,38,1.49,1.23
African Cup of Nations Qualifiers,1574168400,Nov 19 2019 - 1:00pm,complete,Stade du Prince Louis Rwagasore,,Burundi,Morocco,,2,0,1,0.83,2.33,0,3,3,2,0,2,,27;39;83,3,3,0,0,0,0,0,0,0,0,9,18,2,10,7,8,19,14,53,47,1.17,2.29
African Cup of Nations Qualifiers,1574168400,Nov 19 2019 - 1:00pm,complete,Bahir Dar Stadium,,Ethiopia,Ivory Coast,,2,0,3,1.5,2.17,2,1,3,3,2,1,16;26,4,4,5,0,0,0,0,0,0,0,0,10,7,6,2,4,5,13,17,49,51,1.57,1.17
FIFA World Cup Qualifiers,1574168400,Nov 19 2019 - 1:00pm,complete,SÃ¢n váº­n Ä‘á»™ng quá»‘c gia Má»¹ ÄÃ¬nh (My Dinh National Stadium),40000,Vietnam,Thailand,Ahmed Abu Bakar Said Al Kaf,6,2.5,1.75,2.2,1.6,0,0,0,0,0,0,,,6,6,3,0,1,0,0,3,0,1,6,13,3,9,3,4,,,39,61,0.72,1.6
